,ProviderName,TractCode,CountBlocks,Consumer Blocks Served,Consumer Blocks Served - 3mbps,Consumer Blocks Served - 12mbps,Consumer Blocks Served - 25mbps,Proportion Served,Proportion Served 3mbps,Proportion Served 12mbps,Proportion Served 25mbps,Substantially Served,Substantially Served 3mbps,Substantially Served 12mbps,Substantially Served 25mbps,TechCodes Set,Minimally Residential,Water Area,Consumer Service N/A
2138,Fireball Wireless,47179061200,159,1,1,1,1,0.63,0.63,0.63,0.63,False,False,False,False,{70},False,False,False
2139,"COMCAST CABLE COMMUNICATIONS, LLC",47179061200,159,1,1,1,1,0.63,0.63,0.63,0.63,False,False,False,False,{42},False,False,False
2140,"Charter Communications, Inc.",47179061200,159,155,155,155,155,97.48,97.48,97.48,97.48,True,True,True,True,{43},False,False,False
2141,"CenturyLink, Inc.",47179061300,292,196,195,116,76,67.12,66.78,39.73,26.03,True,True,True,False,"{50, 11, 12}",False,False,False
2142,Johnson City Energy Authority,47179061300,292,1,1,1,1,0.34,0.34,0.34,0.34,False,False,False,False,{50},False,False,False
2143,Fireball Wireless,47179061300,292,1,1,1,1,0.34,0.34,0.34,0.34,False,False,False,False,{70},False,False,False
2144,"COMCAST CABLE COMMUNICATIONS, LLC",47179061300,292,68,68,68,68,23.29,23.29,23.29,23.29,False,False,False,False,{42},False,False,False
2145,"Charter Communications, Inc.",47179061300,292,259,259,259,259,88.7,88.7,88.7,88.7,True,True,True,True,{43},False,False,False
2146,"CenturyLink, Inc.",47179061401,144,104,94,56,37,72.22,65.28,38.89,25.69,True,True,True,False,"{10, 11, 12}",False,False,False
2147,Johnson City Energy Authority,47179061401,144,2,2,2,2,1.39,1.39,1.39,1.39,False,False,False,False,"{50, 70}",False,False,False
2148,Fireball Wireless,47179061401,144,1,1,1,1,0.69,0.69,0.69,0.69,False,False,False,False,{70},False,False,False
2149,"COMCAST CABLE COMMUNICATIONS, LLC",47179061401,144,132,132,132,132,91.67,91.67,91.67,91.67,True,True,True,True,"{42, 43}",False,False,False
2150,"Charter Communications, Inc.",47179061401,144,13,13,13,13,9.03,9.03,9.03,9.03,False,False,False,False,{43},False,False,False
2151,"CenturyLink, Inc.",47179061402,174,163,162,107,71,93.68,93.1,61.49,40.8,True,True,True,True,"{50, 11, 12}",False,False,False
2152,Johnson City Energy Authority,47179061402,174,5,5,5,5,2.87,2.87,2.87,2.87,False,False,False,False,"{50, 70}",False,False,False
2153,Fireball Wireless,47179061402,174,1,1,1,1,0.57,0.57,0.57,0.57,False,False,False,False,{70},False,False,False
2154,"Sunset Digital Communications, INC",47179061402,174,1,1,1,1,0.57,0.57,0.57,0.57,False,False,False,False,{50},False,False,False
2155,"COMCAST CABLE COMMUNICATIONS, LLC",47179061402,174,146,146,146,146,83.91,83.91,83.91,83.91,True,True,True,True,"{42, 43}",False,False,False
2156,"Charter Communications, Inc.",47179061402,174,15,15,15,15,8.62,8.62,8.62,8.62,False,False,False,False,{43},False,False,False
2157,"CenturyLink, Inc.",47179061601,92,90,90,47,36,97.83,97.83,51.09,39.13,True,True,True,True,"{11, 12}",False,False,False
2158,Johnson City Energy Authority,47179061601,92,4,4,4,4,4.35,4.35,4.35,4.35,False,False,False,False,"{50, 70}",False,False,False
2159,Fireball Wireless,47179061601,92,1,1,1,1,1.09,1.09,1.09,1.09,False,False,False,False,{70},False,False,False
2160,"COMCAST CABLE COMMUNICATIONS, LLC",47179061601,92,70,70,70,70,76.09,76.09,76.09,76.09,True,True,True,True,"{42, 43}",False,False,False
2161,"CenturyLink, Inc.",47179061602,230,209,193,118,95,90.87,83.91,51.3,41.3,True,True,True,True,"{10, 11, 12}",False,False,False
2162,Fireball Wireless,47179061602,230,1,1,1,1,0.43,0.43,0.43,0.43,False,False,False,False,{70},False,False,False
2163,"COMCAST CABLE COMMUNICATIONS, LLC",47179061602,230,201,201,201,201,87.39,87.39,87.39,87.39,True,True,True,True,"{42, 43}",False,False,False
2164,"Charter Communications, Inc.",47179061602,230,4,4,4,4,1.74,1.74,1.74,1.74,False,False,False,False,{43},False,False,False
2165,"CenturyLink, Inc.",47179061701,107,106,105,70,52,99.07,98.13,65.42,48.6,True,True,True,True,"{50, 11, 12}",False,False,False
2166,Johnson City Energy Authority,47179061701,107,7,7,7,7,6.54,6.54,6.54,6.54,False,False,False,False,{70},False,False,False
2167,Fireball Wireless,47179061701,107,1,1,1,1,0.93,0.93,0.93,0.93,False,False,False,False,{70},False,False,False
2168,"COMCAST CABLE COMMUNICATIONS, LLC",47179061701,107,98,98,98,98,91.59,91.59,91.59,91.59,True,True,True,True,"{42, 43}",False,False,False
2169,"CenturyLink, Inc.",47179061702,144,137,133,88,61,95.14,92.36,61.11,42.36,True,True,True,True,"{11, 12}",False,False,False
2170,Johnson City Energy Authority,47179061702,144,34,34,34,34,23.61,23.61,23.61,23.61,False,False,False,False,"{50, 70}",False,False,False
2171,Fireball Wireless,47179061702,144,1,1,1,1,0.69,0.69,0.69,0.69,False,False,False,False,{70},False,False,False
2172,"COMCAST CABLE COMMUNICATIONS, LLC",47179061702,144,130,130,130,130,90.28,90.28,90.28,90.28,True,True,True,True,"{42, 43}",False,False,False
2173,"CenturyLink, Inc.",47179061800,221,207,196,130,80,93.67,88.69,58.82,36.2,True,True,True,True,"{11, 12}",False,False,False
2174,"BellSouth Telecommunications, Inc.",47179061800,221,1,1,1,1,0.45,0.45,0.45,0.45,False,False,False,False,{50},False,False,False
2175,Erwin Utilities,47179061800,221,22,22,22,22,9.95,9.95,9.95,9.95,False,False,False,False,{50},False,False,False
2176,Johnson City Energy Authority,47179061800,221,7,7,7,7,3.17,3.17,3.17,3.17,False,False,False,False,"{50, 70}",False,False,False
2177,Fireball Wireless,47179061800,221,1,1,1,1,0.45,0.45,0.45,0.45,False,False,False,False,{70},False,False,False
2178,"COMCAST CABLE COMMUNICATIONS, LLC",47179061800,221,188,188,188,188,85.07,85.07,85.07,85.07,True,True,True,True,"{42, 43}",False,False,False
2179,"CenturyLink, Inc.",47179061901,276,240,229,152,106,86.96,82.97,55.07,38.41,True,True,True,True,"{11, 12}",False,False,False
2180,Johnson City Energy Authority,47179061901,276,8,8,8,8,2.9,2.9,2.9,2.9,False,False,False,False,{70},False,False,False
2181,Fireball Wireless,47179061901,276,1,1,1,1,0.36,0.36,0.36,0.36,False,False,False,False,{70},False,False,False
2182,"COMCAST CABLE COMMUNICATIONS, LLC",47179061901,276,226,226,226,226,81.88,81.88,81.88,81.88,True,True,True,True,"{42, 43}",False,False,False
2183,"CenturyLink, Inc.",47179061902,178,168,159,86,47,94.38,89.33,48.31,26.4,True,True,True,False,"{11, 12}",False,False,False
2184,Johnson City Energy Authority,47179061902,178,9,9,9,9,5.06,5.06,5.06,5.06,False,False,False,False,{70},False,False,False
2185,Fireball Wireless,47179061902,178,1,1,1,1,0.56,0.56,0.56,0.56,False,False,False,False,{70},False,False,False
2186,"COMCAST CABLE COMMUNICATIONS, LLC",47179061902,178,130,130,130,130,73.03,73.03,73.03,73.03,True,True,True,True,"{42, 43}",False,False,False
2187,"CenturyLink, Inc.",47179062000,144,92,91,33,22,63.89,63.19,22.92,15.28,True,True,False,False,"{11, 12}",False,False,False
2188,Johnson City Energy Authority,47179062000,144,27,27,27,27,18.75,18.75,18.75,18.75,False,False,False,False,"{50, 70}",False,False,False
2189,"Sunset Fiber, LLC",47179062000,144,144,144,144,144,100.0,100.0,100.0,100.0,True,True,True,True,{50},False,False,False
2190,Scott County Telephone Cooperative,47179062000,144,1,1,1,1,0.69,0.69,0.69,0.69,False,False,False,False,{50},False,False,False
2191,"COMCAST CABLE COMMUNICATIONS, LLC",47179062000,144,25,25,25,25,17.36,17.36,17.36,17.36,False,False,False,False,"{42, 43}",False,False,False
2192,"Charter Communications, Inc.",47179062000,144,109,109,109,109,75.69,75.69,75.69,75.69,True,True,True,True,{43},False,False,False
2193,"BellSouth Telecommunications, Inc.",47001020500,85,55,52,45,43,64.71,61.18,52.94,50.59,True,True,True,True,"{10, 11, 12, 70}",False,False,False
2194,UNITED STATES CELLULAR CORPORATION,47001020500,85,81,0,0,0,95.29,0.0,0.0,0.0,True,False,False,False,{70},False,False,False
2195,"COMCAST CABLE COMMUNICATIONS, LLC",47001020500,85,58,58,58,58,68.24,68.24,68.24,68.24,True,True,True,True,{43},False,False,False
2196,TDS TELECOMMUNICATIONS LLC,47001020901,231,2,2,0,0,0.87,0.87,0.0,0.0,False,False,False,False,{10},False,False,False
2197,"BellSouth Telecommunications, Inc.",47001020901,231,96,93,86,60,41.56,40.26,37.23,25.97,True,True,True,False,"{10, 11, 12, 50}",False,False,False
2198,UNITED STATES CELLULAR CORPORATION,47001020901,231,212,0,0,0,91.77,0.0,0.0,0.0,True,False,False,False,{70},False,False,False
2199,"COMCAST CABLE COMMUNICATIONS, LLC",47001020901,231,109,109,109,109,47.19,47.19,47.19,47.19,True,True,True,True,{43},False,False,False
2200,"BellSouth Telecommunications, Inc.",47003950401,166,133,133,97,82,80.12,80.12,58.43,49.4,True,True,True,True,"{70, 10, 11, 12, 50}",False,False,False
2201,"United Communications, Inc.",47003950401,166,95,95,95,95,57.23,57.23,57.23,57.23,True,True,True,True,{70},False,False,False
2202,Monster Broadband,47003950401,166,3,3,3,3,1.81,1.81,1.81,1.81,False,False,False,False,{70},False,False,False
2203,"Aeneas Communications, LLC",47003950401,166,1,1,1,1,0.6,0.6,0.6,0.6,False,False,False,False,{50},False,False,False
2204,"Charter Communications, Inc.",47003950401,166,153,153,153,153,92.17,92.17,92.17,92.17,True,True,True,True,{43},False,False,False
2205,"BellSouth Telecommunications, Inc.",47003950500,227,141,139,123,94,62.11,61.23,54.19,41.41,True,True,True,True,"{70, 10, 11, 12, 50}",False,False,False
2206,"United Communications, Inc.",47003950500,227,160,160,160,160,70.48,70.48,70.48,70.48,True,True,True,True,{70},False,False,False
2207,"COMCAST CABLE COMMUNICATIONS, LLC",47003950500,227,1,1,1,1,0.44,0.44,0.44,0.44,False,False,False,False,{43},False,False,False
2208,"Charter Communications, Inc.",47003950500,227,219,219,219,219,96.48,96.48,96.48,96.48,True,True,True,True,{43},False,False,False
2209,"BellSouth Telecommunications, Inc.",47007953100,618,17,17,0,0,2.75,2.75,0.0,0.0,False,False,False,False,{70},False,False,False
2210,LasVegas.Net,47007953100,618,1,1,1,1,0.16,0.16,0.16,0.16,False,False,False,False,{70},False,False,False
2211,Bledsoe Telephone Cooperative Inc,47007953100,618,618,618,278,278,100.0,100.0,44.98,44.98,True,True,True,True,"{50, 11}",False,False,False
2212,EPB Fiber Optics,47007953100,618,2,2,2,2,0.32,0.32,0.32,0.32,False,False,False,False,{50},False,False,False
2213,Frontier Communications Corporation,47007953100,618,1,0,0,0,0.16,0.0,0.0,0.0,False,False,False,False,"{10, 11, 12}",False,False,False
2214,"COMCAST CABLE COMMUNICATIONS, LLC",47007953100,618,1,1,1,1,0.16,0.16,0.16,0.16,False,False,False,False,{43},False,False,False
2215,Bledsoe Telephone Cooperative Inc,47007953200,294,294,294,30,30,100.0,100.0,10.2,10.2,True,True,False,False,"{50, 11}",False,False,False
2216,Frontier Communications Corporation,47007953200,294,2,2,0,0,0.68,0.68,0.0,0.0,False,False,False,False,{10},False,False,False
2217,"BellSouth Telecommunications, Inc.",47009011602,180,153,152,131,121,85.0,84.44,72.78,67.22,True,True,True,True,"{70, 10, 11, 12, 50}",False,False,False
2218,UNITED STATES CELLULAR CORPORATION,47009011602,180,39,0,0,0,21.67,0.0,0.0,0.0,False,False,False,False,{70},False,False,False
2219,BreezeAir Networks LLC,47009011602,180,46,46,46,46,25.56,25.56,25.56,25.56,False,False,False,False,{70},False,False,False
2220,"COMCAST CABLE COMMUNICATIONS, LLC",47009011602,180,92,92,92,92,51.11,51.11,51.11,51.11,True,True,True,True,{43},False,False,False
2221,"Charter Communications, Inc.",47009011602,180,95,95,95,95,52.78,52.78,52.78,52.78,True,True,True,True,{43},False,False,False
2222,"BellSouth Telecommunications, Inc.",47009980100,50,6,6,6,6,12.0,12.0,12.0,12.0,False,False,False,False,"{10, 11, 12, 50}",True,False,True
2223,BreezeAir Networks LLC,47009980100,50,1,1,1,1,2.0,2.0,2.0,2.0,False,False,False,False,{70},True,False,True
2224,"Charter Communications, Inc.",47009980100,50,50,50,50,50,100.0,100.0,100.0,100.0,True,True,True,True,{43},True,False,True
2225,"BellSouth Telecommunications, Inc.",47011010600,139,100,97,83,71,71.94,69.78,59.71,51.08,True,True,True,True,"{10, 11, 12, 50}",False,False,False
2226,EPB Fiber Optics,47011010600,139,7,7,7,7,5.04,5.04,5.04,5.04,False,False,False,False,{50},False,False,False
2227,"COMCAST CABLE COMMUNICATIONS, LLC",47011010600,139,1,1,1,1,0.72,0.72,0.72,0.72,False,False,False,False,{43},False,False,False
2228,"Charter Communications, Inc.",47011010600,139,139,139,139,139,100.0,100.0,100.0,100.0,True,True,True,True,{43},False,False,False
2229,"BellSouth Telecommunications, Inc.",47015960100,274,7,7,0,0,2.55,2.55,0.0,0.0,False,False,False,False,{70},False,False,False
2230,DE KALB TELEPHONE COOPERATIVE INC,47015960100,274,274,274,270,270,100.0,100.0,98.54,98.54,True,True,True,True,"{50, 11, 12}",False,False,False
2231,"COMCAST CABLE COMMUNICATIONS, LLC",47015960100,274,5,5,5,5,1.82,1.82,1.82,1.82,False,False,False,False,{43},False,False,False
2232,"BellSouth Telecommunications, Inc.",47029920200,314,214,194,92,49,68.15,61.78,29.3,15.61,True,True,False,False,"{10, 11, 12, 70}",False,False,False
2233,UNITED STATES CELLULAR CORPORATION,47029920200,314,192,0,0,0,61.15,0.0,0.0,0.0,True,False,False,False,{70},False,False,False
2234,"Net Liquidations, Inc.",47029920200,314,3,3,3,3,0.96,0.96,0.96,0.96,False,False,False,False,{70},False,False,False
2235,Newport Utilities,47029920200,314,148,148,148,148,47.13,47.13,47.13,47.13,True,True,True,True,{50},False,False,False
2236,"COMCAST CABLE COMMUNICATIONS, LLC",47029920200,314,1,1,1,1,0.32,0.32,0.32,0.32,False,False,False,False,{42},False,False,False
2237,"Charter Communications, Inc.",47029920200,314,237,237,237,237,75.48,75.48,75.48,75.48,True,True,True,True,{43},False,False,False
2238,"BellSouth Telecommunications, Inc.",47031970200,218,90,88,79,69,41.28,40.37,36.24,31.65,True,True,True,True,"{10, 11, 12}",False,False,False
2239,DE KALB TELEPHONE COOPERATIVE INC,47031970200,218,5,5,5,5,2.29,2.29,2.29,2.29,False,False,False,False,"{11, 12}",False,False,False
2240,"Zoom Broadband, LLC",47031970200,218,1,1,0,0,0.46,0.46,0.0,0.0,False,False,False,False,{70},False,False,False
2241,"COMCAST CABLE COMMUNICATIONS, LLC",47031970200,218,1,1,1,1,0.46,0.46,0.46,0.46,False,False,False,False,{43},False,False,False
2242,"Ben Lomand Rural Telephone Coop., Inc.",47031970200,218,61,61,45,23,27.98,27.98,20.64,10.55,False,False,False,False,"{50, 10}",False,False,False
2243,"Ben Lomand Communications, LLC",47031970200,218,61,61,45,23,27.98,27.98,20.64,10.55,False,False,False,False,"{50, 10}",False,False,False
2244,"Charter Communications, Inc.",47031970200,218,140,140,140,140,64.22,64.22,64.22,64.22,True,True,True,True,{43},False,False,False
2245,"BellSouth Telecommunications, Inc.",47031970900,209,142,135,95,14,67.94,64.59,45.45,6.7,True,True,True,False,"{10, 11, 12}",False,False,False
2246,Tullahoma Utilities Board,47031970900,209,117,117,117,117,55.98,55.98,55.98,55.98,True,True,True,True,{50},False,False,False
2247,Monster Broadband,47031970900,209,165,165,165,165,78.95,78.95,78.95,78.95,True,True,True,True,{70},False,False,False
2248,"Charter Communications, Inc.",47031970900,209,208,208,208,208,99.52,99.52,99.52,99.52,True,True,True,True,{43},False,False,False
2249,"BellSouth Telecommunications, Inc.",47037010602,27,27,22,19,19,100.0,81.48,70.37,70.37,True,True,True,True,"{10, 11, 12, 50}",False,False,False
2250,"COMCAST CABLE COMMUNICATIONS, LLC",47037010602,27,25,25,25,25,92.59,92.59,92.59,92.59,True,True,True,True,{43},False,False,False
2251,"BellSouth Telecommunications, Inc.",47037010701,50,50,50,49,46,100.0,100.0,98.0,92.0,True,True,True,True,"{10, 11, 12, 50}",False,False,False
2252,"COMCAST CABLE COMMUNICATIONS, LLC",47037010701,50,48,48,48,48,96.0,96.0,96.0,96.0,True,True,True,True,{43},False,False,False
2253,"BellSouth Telecommunications, Inc.",47037010802,52,52,52,51,51,100.0,100.0,98.08,98.08,True,True,True,True,"{10, 11, 12, 50}",False,False,False
2254,"COMCAST CABLE COMMUNICATIONS, LLC",47037010802,52,52,52,52,52,100.0,100.0,100.0,100.0,True,True,True,True,{43},False,False,False
2255,"BellSouth Telecommunications, Inc.",47037011100,61,60,60,59,59,98.36,98.36,96.72,96.72,True,True,True,True,"{10, 11, 12, 50}",False,False,False
2256,"COMCAST CABLE COMMUNICATIONS, LLC",47037011100,61,58,58,58,58,95.08,95.08,95.08,95.08,True,True,True,True,{43},False,False,False
2257,"BellSouth Telecommunications, Inc.",47037011300,91,81,81,79,77,89.01,89.01,86.81,84.62,True,True,True,True,"{10, 11, 12, 50}",False,False,False
2258,"COMCAST CABLE COMMUNICATIONS, LLC",47037011300,91,73,73,73,73,80.22,80.22,80.22,80.22,True,True,True,True,{43},False,False,False
2259,"BellSouth Telecommunications, Inc.",47037011400,76,75,75,75,70,98.68,98.68,98.68,92.11,True,True,True,True,"{10, 11, 12, 50}",False,False,False
2260,"COMCAST CABLE COMMUNICATIONS, LLC",47037011400,76,72,72,72,72,94.74,94.74,94.74,94.74,True,True,True,True,{43},False,False,False
2261,"BellSouth Telecommunications, Inc.",47037011800,90,88,88,84,84,97.78,97.78,93.33,93.33,True,True,True,True,"{10, 11, 12, 50}",False,False,False
2262,"COMCAST CABLE COMMUNICATIONS, LLC",47037011800,90,89,89,89,89,98.89,98.89,98.89,98.89,True,True,True,True,{43},False,False,False
2263,"BellSouth Telecommunications, Inc.",47037012702,75,70,65,65,65,93.33,86.67,86.67,86.67,True,True,True,True,"{10, 11, 12, 50}",False,False,False
2264,"COMCAST CABLE COMMUNICATIONS, LLC",47037012702,75,65,65,65,65,86.67,86.67,86.67,86.67,True,True,True,True,{43},False,False,False
2265,"BellSouth Telecommunications, Inc.",47037012801,76,76,76,76,74,100.0,100.0,100.0,97.37,True,True,True,True,"{10, 11, 12, 50}",False,False,False
2266,"COMCAST CABLE COMMUNICATIONS, LLC",47037012801,76,68,68,68,68,89.47,89.47,89.47,89.47,True,True,True,True,{43},False,False,False
2267,"BellSouth Telecommunications, Inc.",47037013300,193,192,192,184,172,99.48,99.48,95.34,89.12,True,True,True,True,"{10, 11, 12, 50}",False,False,False
2268,"COMCAST CABLE COMMUNICATIONS, LLC",47037013300,193,177,177,177,177,91.71,91.71,91.71,91.71,True,True,True,True,{43},False,False,False
2269,"BellSouth Telecommunications, Inc.",47037014200,80,80,48,19,13,100.0,60.0,23.75,16.25,True,True,False,False,"{10, 11, 50}",False,False,False
2270,"COMCAST CABLE COMMUNICATIONS, LLC",47037014200,80,61,61,61,61,76.25,76.25,76.25,76.25,True,True,True,True,{43},False,False,False
2271,"BellSouth Telecommunications, Inc.",47037015200,34,34,34,34,33,100.0,100.0,100.0,97.06,True,True,True,True,"{10, 11, 12, 50}",False,False,False
2272,"COMCAST CABLE COMMUNICATIONS, LLC",47037015200,34,33,33,33,33,97.06,97.06,97.06,97.06,True,True,True,True,{43},False,False,False
2273,"BellSouth Telecommunications, Inc.",47037015404,34,29,29,29,29,85.29,85.29,85.29,85.29,True,True,True,True,"{10, 11, 12, 50}",False,False,False
2274,"COMCAST CABLE COMMUNICATIONS, LLC",47037015404,34,26,26,26,26,76.47,76.47,76.47,76.47,True,True,True,True,{43},False,False,False
2275,"BellSouth Telecommunications, Inc.",47037015501,30,27,27,27,27,90.0,90.0,90.0,90.0,True,True,True,True,"{10, 11, 12, 50}",False,False,False
2276,"COMCAST CABLE COMMUNICATIONS, LLC",47037015501,30,29,29,29,29,96.67,96.67,96.67,96.67,True,True,True,True,{43},False,False,False
2277,"BellSouth Telecommunications, Inc.",47037015609,21,18,17,16,16,85.71,80.95,76.19,76.19,True,True,True,True,"{10, 11, 12, 50}",False,False,False
2278,"COMCAST CABLE COMMUNICATIONS, LLC",47037015609,21,17,17,17,17,80.95,80.95,80.95,80.95,True,True,True,True,{43},False,False,False
2279,"BellSouth Telecommunications, Inc.",47037015612,36,32,32,31,31,88.89,88.89,86.11,86.11,True,True,True,True,"{10, 11, 12, 50}",False,False,False
2280,"COMCAST CABLE COMMUNICATIONS, LLC",47037015612,36,34,34,34,34,94.44,94.44,94.44,94.44,True,True,True,True,{43},False,False,False
2281,"BellSouth Telecommunications, Inc.",47037015614,14,14,14,14,14,100.0,100.0,100.0,100.0,True,True,True,True,"{10, 11, 12, 50}",False,False,False
2282,"COMCAST CABLE COMMUNICATIONS, LLC",47037015614,14,14,14,14,14,100.0,100.0,100.0,100.0,True,True,True,True,{43},False,False,False
2283,TDS TELECOMMUNICATIONS LLC,47037015620,36,1,1,1,1,2.78,2.78,2.78,2.78,False,False,False,False,{50},False,False,False
2284,"BellSouth Telecommunications, Inc.",47037015620,36,35,35,35,35,97.22,97.22,97.22,97.22,True,True,True,True,"{10, 11, 12, 50}",False,False,False
2285,"COMCAST CABLE COMMUNICATIONS, LLC",47037015620,36,35,35,35,35,97.22,97.22,97.22,97.22,True,True,True,True,{43},False,False,False
2286,"BellSouth Telecommunications, Inc.",47037015624,21,17,17,17,17,80.95,80.95,80.95,80.95,True,True,True,True,"{10, 11, 12, 50}",False,False,False
2287,"COMCAST CABLE COMMUNICATIONS, LLC",47037015624,21,18,18,18,18,85.71,85.71,85.71,85.71,True,True,True,True,{43},False,False,False
2288,"BellSouth Telecommunications, Inc.",47037015625,27,27,27,26,26,100.0,100.0,96.3,96.3,True,True,True,True,"{10, 11, 12, 50}",False,False,False
2289,"COMCAST CABLE COMMUNICATIONS, LLC",47037015625,27,27,27,27,27,100.0,100.0,100.0,100.0,True,True,True,True,{43},False,False,False
2290,"BellSouth Telecommunications, Inc.",47037015626,26,23,23,23,23,88.46,88.46,88.46,88.46,True,True,True,True,"{10, 11, 12, 50}",False,False,False
2291,"COMCAST CABLE COMMUNICATIONS, LLC",47037015626,26,22,22,22,22,84.62,84.62,84.62,84.62,True,True,True,True,{43},False,False,False
2292,"BellSouth Telecommunications, Inc.",47037015803,6,6,4,2,1,100.0,66.67,33.33,16.67,True,True,True,False,"{10, 11, 12, 50}",False,False,False
2293,"COMCAST CABLE COMMUNICATIONS, LLC",47037015803,6,5,5,5,5,83.33,83.33,83.33,83.33,True,True,True,True,{43},False,False,False
2294,"BellSouth Telecommunications, Inc.",47037016000,82,79,79,55,29,96.34,96.34,67.07,35.37,True,True,True,True,"{10, 11, 12, 50}",False,False,False
2295,"COMCAST CABLE COMMUNICATIONS, LLC",47037016000,82,58,58,58,58,70.73,70.73,70.73,70.73,True,True,True,True,{43},False,False,False
2296,"BellSouth Telecommunications, Inc.",47037016100,94,89,83,77,73,94.68,88.3,81.91,77.66,True,True,True,True,"{10, 11, 12, 50}",False,False,False
2297,"COMCAST CABLE COMMUNICATIONS, LLC",47037016100,94,65,65,65,65,69.15,69.15,69.15,69.15,True,True,True,True,{43},False,False,False
2298,"BellSouth Telecommunications, Inc.",47037016900,125,125,125,125,123,100.0,100.0,100.0,98.4,True,True,True,True,"{10, 11, 12, 50}",False,False,False
2299,"COMCAST CABLE COMMUNICATIONS, LLC",47037016900,125,123,123,123,123,98.4,98.4,98.4,98.4,True,True,True,True,"{50, 43}",False,False,False
2300,"BellSouth Telecommunications, Inc.",47037017000,102,99,98,93,93,97.06,96.08,91.18,91.18,True,True,True,True,"{10, 11, 12, 50}",False,False,False
2301,"COMCAST CABLE COMMUNICATIONS, LLC",47037017000,102,98,98,98,98,96.08,96.08,96.08,96.08,True,True,True,True,"{50, 43}",False,False,False
2302,"BellSouth Telecommunications, Inc.",47037017300,121,115,115,115,115,95.04,95.04,95.04,95.04,True,True,True,True,"{10, 11, 12, 50}",False,False,False
2303,"COMCAST CABLE COMMUNICATIONS, LLC",47037017300,121,104,104,104,104,85.95,85.95,85.95,85.95,True,True,True,True,{43},False,False,False
2304,"BellSouth Telecommunications, Inc.",47037017401,24,23,23,23,23,95.83,95.83,95.83,95.83,True,True,True,True,"{10, 11, 12, 50}",False,False,False
2305,"COMCAST CABLE COMMUNICATIONS, LLC",47037017401,24,23,23,23,23,95.83,95.83,95.83,95.83,True,True,True,True,{43},False,False,False
2306,"BellSouth Telecommunications, Inc.",47037017500,95,95,95,72,63,100.0,100.0,75.79,66.32,True,True,True,True,"{10, 11, 12, 50}",False,False,False
2307,"COMCAST CABLE COMMUNICATIONS, LLC",47037017500,95,79,79,79,79,83.16,83.16,83.16,83.16,True,True,True,True,{43},False,False,False
2308,"BellSouth Telecommunications, Inc.",47037018102,59,54,52,52,52,91.53,88.14,88.14,88.14,True,True,True,True,"{10, 11, 12, 50}",False,False,False
2309,America Internet & Communications,47037018102,59,1,1,1,1,1.69,1.69,1.69,1.69,False,False,False,False,{70},False,False,False
2310,"COMCAST CABLE COMMUNICATIONS, LLC",47037018102,59,56,56,56,56,94.92,94.92,94.92,94.92,True,True,True,True,{43},False,False,False
2311,"BellSouth Telecommunications, Inc.",47037018301,78,65,59,52,48,83.33,75.64,66.67,61.54,True,True,True,True,"{70, 10, 11, 12, 50}",False,False,False
2312,"COMCAST CABLE COMMUNICATIONS, LLC",47037018301,78,70,70,70,70,89.74,89.74,89.74,89.74,True,True,True,True,{43},False,False,False
2313,"BellSouth Telecommunications, Inc.",47037018302,46,41,40,29,26,89.13,86.96,63.04,56.52,True,True,True,True,"{70, 10, 11, 12, 50}",False,False,False
2314,"COMCAST CABLE COMMUNICATIONS, LLC",47037018302,46,30,30,30,30,65.22,65.22,65.22,65.22,True,True,True,True,{43},False,False,False
2315,"BellSouth Telecommunications, Inc.",47037018401,35,35,35,35,35,100.0,100.0,100.0,100.0,True,True,True,True,"{10, 11, 12, 50}",False,False,False
2316,"COMCAST CABLE COMMUNICATIONS, LLC",47037018401,35,33,33,33,33,94.29,94.29,94.29,94.29,True,True,True,True,{43},False,False,False
2317,"BellSouth Telecommunications, Inc.",47037018404,31,29,29,28,28,93.55,93.55,90.32,90.32,True,True,True,True,"{10, 11, 12, 50}",False,False,False
2318,"COMCAST CABLE COMMUNICATIONS, LLC",47037018404,31,26,26,26,26,83.87,83.87,83.87,83.87,True,True,True,True,{43},False,False,False
2319,"BellSouth Telecommunications, Inc.",47037018405,44,44,44,44,41,100.0,100.0,100.0,93.18,True,True,True,True,"{10, 11, 12, 50}",False,False,False
2320,"COMCAST CABLE COMMUNICATIONS, LLC",47037018405,44,42,42,42,42,95.45,95.45,95.45,95.45,True,True,True,True,{43},False,False,False
2321,"BellSouth Telecommunications, Inc.",47037018409,60,59,59,58,55,98.33,98.33,96.67,91.67,True,True,True,True,"{10, 11, 12, 50}",False,False,False
2322,"COMCAST CABLE COMMUNICATIONS, LLC",47037018409,60,59,59,59,59,98.33,98.33,98.33,98.33,True,True,True,True,{43},False,False,False
2323,"BellSouth Telecommunications, Inc.",47037018500,105,99,98,98,95,94.29,93.33,93.33,90.48,True,True,True,True,"{10, 11, 12, 50}",False,False,False
2324,"COMCAST CABLE COMMUNICATIONS, LLC",47037018500,105,96,96,96,96,91.43,91.43,91.43,91.43,True,True,True,True,{43},False,False,False
2325,"BellSouth Telecommunications, Inc.",47037018801,93,87,87,86,83,93.55,93.55,92.47,89.25,True,True,True,True,"{10, 11, 12, 50}",False,False,False
2326,"COMCAST CABLE COMMUNICATIONS, LLC",47037018801,93,85,85,85,85,91.4,91.4,91.4,91.4,True,True,True,True,{43},False,False,False
