,TractCode,ProviderName,CountBlocks,TechCode,Business,Proportion Served,Substantially Served
1364,47037015501,"Birch Communications, Inc.",30,10,1,3.33,False
1365,47037015501,"COMCAST CABLE COMMUNICATIONS, LLC",30,43,30,100.0,True
1366,47037015501,Crown Castle Fiber LLC,30,50,6,20.0,True
1367,47037015501,"Level  3 Communications, LLC",30,30,2,6.67,False
1368,47037015501,"Level  3 Communications, LLC",30,50,2,6.67,False
1369,47037015501,"NuVox, Inc.",30,30,1,3.33,False
1370,47037015502,"COMCAST CABLE COMMUNICATIONS, LLC",59,43,55,93.22,True
1371,47037015502,Crown Castle Fiber LLC,59,50,15,25.42,True
1372,47037015502,"EarthLink Business, LLC",59,10,1,1.69,False
1373,47037015502,"EarthLink Business, LLC",59,30,1,1.69,False
1374,47037015502,"Level  3 Communications, LLC",59,30,1,1.69,False
1375,47037015502,"Level  3 Communications, LLC",59,50,4,6.78,False
1376,47037015502,MCI Communications Corporation,59,30,4,6.78,False
1377,47037015502,"NuVox, Inc.",59,30,2,3.39,False
1378,47037015502,"NuVox, Inc.",59,50,1,1.69,False
1379,47037015502,"Spectrotel, Inc.",59,40,1,1.69,False
1380,47037015502,"XO Communications Services, LLC",59,30,1,1.69,False
1381,47037015609,"COMCAST CABLE COMMUNICATIONS, LLC",21,43,17,80.95,True
1382,47037015609,Crown Castle Fiber LLC,21,50,11,52.38,True
1383,47037015609,"Level  3 Communications, LLC",21,30,3,14.29,False
1384,47037015609,"NuVox, Inc.",21,30,1,4.76,False
1385,47037015610,"COMCAST CABLE COMMUNICATIONS, LLC",52,43,43,82.69,True
1386,47037015610,Crown Castle Fiber LLC,52,50,15,28.85,True
1387,47037015610,"EarthLink Business, LLC",52,10,1,1.92,False
1388,47037015610,"EarthLink Business, LLC",52,20,1,1.92,False
1389,47037015610,MCI Communications Corporation,52,50,1,1.92,False
1390,47037015612,"COMCAST CABLE COMMUNICATIONS, LLC",36,43,34,94.44,True
1391,47037015612,"Level  3 Communications, LLC",36,50,2,5.56,False
1392,47037015612,"NuVox, Inc.",36,30,1,2.78,False
1393,47037015613,"COMCAST CABLE COMMUNICATIONS, LLC",51,43,43,84.31,True
1394,47037015613,Crown Castle Fiber LLC,51,50,12,23.53,True
1395,47037015613,"EarthLink Business, LLC",51,10,5,9.8,False
1396,47037015613,"EarthLink Business, LLC",51,50,1,1.96,False
1397,47037015613,"Level  3 Communications, LLC",51,30,5,9.8,False
1398,47037015613,"Level  3 Communications, LLC",51,50,11,21.57,True
1399,47037015613,MCI Communications Corporation,51,30,4,7.84,False
1400,47037015613,"NuVox, Inc.",51,30,8,15.69,True
1401,47037015613,"NuVox, Inc.",51,50,1,1.96,False
1402,47037015613,U.S. TelePacific Corp.,51,30,1,1.96,False
1403,47037015613,U.S. TelePacific Corp.,51,50,1,1.96,False
1404,47037015613,"XO Communications Services, LLC",51,30,3,5.88,False
1405,47037015613,"XO Communications Services, LLC",51,50,1,1.96,False
1406,47037015614,"COMCAST CABLE COMMUNICATIONS, LLC",14,43,14,100.0,True
1407,47037015614,"Level  3 Communications, LLC",14,50,1,7.14,False
1408,47037015615,"COMCAST CABLE COMMUNICATIONS, LLC",29,43,29,100.0,True
1409,47037015615,"Level  3 Communications, LLC",29,50,1,3.45,False
1410,47037015615,MCI Communications Corporation,29,30,1,3.45,False
1411,47037015617,"COMCAST CABLE COMMUNICATIONS, LLC",25,43,25,100.0,True
1412,47037015618,"COMCAST CABLE COMMUNICATIONS, LLC",49,43,48,97.96,True
1413,47037015618,"Spectrotel, Inc.",49,40,1,2.04,False
1414,47037015619,"COMCAST CABLE COMMUNICATIONS, LLC",28,43,28,100.0,True
1415,47037015619,TDS TELECOMMUNICATIONS LLC,28,50,1,3.57,False
1416,47037015620,"COMCAST CABLE COMMUNICATIONS, LLC",36,43,36,100.0,True
1417,47037015620,"Level  3 Communications, LLC",36,30,1,2.78,False
1418,47037015622,"COMCAST CABLE COMMUNICATIONS, LLC",25,43,25,100.0,True
1419,47037015623,CBTS Technology Solutions LLC,40,50,1,2.5,False
1420,47037015623,"COMCAST CABLE COMMUNICATIONS, LLC",40,42,1,2.5,False
1421,47037015623,"COMCAST CABLE COMMUNICATIONS, LLC",40,43,38,95.0,True
1422,47037015623,"EarthLink Business, LLC",40,10,1,2.5,False
1423,47037015623,"EarthLink Business, LLC",40,30,1,2.5,False
1424,47037015623,"Level  3 Communications, LLC",40,30,1,2.5,False
1425,47037015623,"NuVox, Inc.",40,30,2,5.0,False
1426,47037015623,"NuVox, Inc.",40,50,1,2.5,False
1427,47037015623,"XO Communications Services, LLC",40,30,1,2.5,False
1428,47037015624,"COMCAST CABLE COMMUNICATIONS, LLC",21,43,18,85.71,True
1429,47037015624,Crown Castle Fiber LLC,21,50,4,19.05,True
1430,47037015624,"Level  3 Communications, LLC",21,30,2,9.52,False
1431,47037015624,"Level  3 Communications, LLC",21,50,2,9.52,False
1432,47037015625,"COMCAST CABLE COMMUNICATIONS, LLC",27,43,27,100.0,True
1433,47037015625,"Level  3 Communications, LLC",27,30,1,3.7,False
1434,47037015625,Network Billing Systems LLC,27,30,1,3.7,False
1435,47037015625,"NuVox, Inc.",27,50,1,3.7,False
1436,47037015626,"COMCAST CABLE COMMUNICATIONS, LLC",26,43,24,92.31,True
1437,47037015626,"EarthLink Business, LLC",26,10,1,3.85,False
1438,47037015626,"EarthLink Business, LLC",26,40,1,3.85,False
1439,47037015626,"Level  3 Communications, LLC",26,50,1,3.85,False
1440,47037015626,"NuVox, Inc.",26,30,1,3.85,False
1441,47037015626,"Spectrotel, Inc.",26,40,1,3.85,False
1442,47037015627,"COMCAST CABLE COMMUNICATIONS, LLC",21,43,21,100.0,True
1443,47037015627,"Spectrotel, Inc.",21,40,1,4.76,False
1444,47037015627,"TailWind Voice & Data, Inc.",21,40,1,4.76,False
1445,47037015628,"COMCAST CABLE COMMUNICATIONS, LLC",11,43,11,100.0,True
1446,47037015628,"EarthLink Business, LLC",11,10,1,9.09,False
1447,47037015628,"Level  3 Communications, LLC",11,30,1,9.09,False
1448,47037015628,MCI Communications Corporation,11,30,1,9.09,False
1449,47037015629,CBTS Technology Solutions LLC,31,50,1,3.23,False
1450,47037015629,"COMCAST CABLE COMMUNICATIONS, LLC",31,43,25,80.65,True
1451,47037015629,"EarthLink Business, LLC",31,10,1,3.23,False
1452,47037015629,"EarthLink Business, LLC",31,40,1,3.23,False
1453,47037015629,"Level  3 Communications, LLC",31,30,2,6.45,False
1454,47037015629,"Level  3 Communications, LLC",31,50,2,6.45,False
1455,47037015629,MCI Communications Corporation,31,30,2,6.45,False
1456,47037015629,TDS TELECOMMUNICATIONS LLC,31,11,2,6.45,False
1457,47037015629,TDS TELECOMMUNICATIONS LLC,31,50,1,3.23,False
1458,47037015629,United Telephone Company,31,11,14,45.16,True
1459,47037015629,"XO Communications Services, LLC",31,50,1,3.23,False
1460,47037015630,"COMCAST CABLE COMMUNICATIONS, LLC",30,43,28,93.33,True
1461,47037015630,"Level  3 Communications, LLC",30,30,1,3.33,False
1462,47037015630,"Level  3 Communications, LLC",30,50,5,16.67,True
1463,47037015630,MCI Communications Corporation,30,30,2,6.67,False
1464,47037015630,"NuVox, Inc.",30,30,3,10.0,False
1465,47037015630,TDS TELECOMMUNICATIONS LLC,30,10,2,6.67,False
1466,47037015630,TDS TELECOMMUNICATIONS LLC,30,11,6,20.0,True
1467,47037015630,TDS TELECOMMUNICATIONS LLC,30,12,10,33.33,True
1468,47037015630,TDS TELECOMMUNICATIONS LLC,30,50,9,30.0,True
1469,47037015630,U.S. TelePacific Corp.,30,50,1,3.33,False
1470,47037015630,US LEC LLC,30,11,2,6.67,False
1471,47037015630,"United Communications, Inc.",30,70,13,43.33,True
1472,47037015630,United Telephone Company,30,11,2,6.67,False
1473,47037015630,"XO Communications Services, LLC",30,30,1,3.33,False
1474,47037015631,"COMCAST CABLE COMMUNICATIONS, LLC",60,43,59,98.33,True
1475,47037015631,"Spectrotel, Inc.",60,40,1,1.67,False
1476,47037015631,TDS TELECOMMUNICATIONS LLC,60,10,1,1.67,False
1477,47037015631,TDS TELECOMMUNICATIONS LLC,60,11,2,3.33,False
1478,47037015631,TDS TELECOMMUNICATIONS LLC,60,50,13,21.67,True
1479,47037015631,"United Communications, Inc.",60,70,9,15.0,True
1480,47037015700,"Birch Communications, Inc.",30,10,1,3.33,False
1481,47037015700,"COMCAST CABLE COMMUNICATIONS, LLC",30,43,30,100.0,True
1482,47037015700,"EarthLink Business, LLC",30,10,1,3.33,False
1483,47037015700,"EarthLink Business, LLC",30,30,1,3.33,False
1484,47037015700,"EarthLink Business, LLC",30,50,1,3.33,False
1485,47037015700,"Level  3 Communications, LLC",30,50,3,10.0,False
1486,47037015700,MCI Communications Corporation,30,30,4,13.33,False
1487,47037015700,"NuVox, Inc.",30,30,1,3.33,False
1488,47037015700,"NuVox, Inc.",30,50,1,3.33,False
1489,47037015700,US LEC LLC,30,11,2,6.67,False
1490,47037015700,US LEC LLC,30,50,2,6.67,False
1491,47037015700,"XO Communications Services, LLC",30,50,1,3.33,False
1492,47037015802,"COMCAST CABLE COMMUNICATIONS, LLC",46,43,43,93.48,True
1493,47037015802,"EarthLink Business, LLC",46,10,1,2.17,False
1494,47037015802,"Level  3 Communications, LLC",46,30,3,6.52,False
1495,47037015802,"Level  3 Communications, LLC",46,50,3,6.52,False
1496,47037015802,MCI Communications Corporation,46,30,1,2.17,False
1497,47037015802,"NuVox, Inc.",46,30,3,6.52,False
1498,47037015802,"NuVox, Inc.",46,50,1,2.17,False
1499,47037015803,"Birch Communications, Inc.",6,30,1,16.67,True
1500,47037015803,"COMCAST CABLE COMMUNICATIONS, LLC",6,43,6,100.0,True
1501,47037015803,"EarthLink Business, LLC",6,10,1,16.67,True
1502,47037015803,"Level  3 Communications, LLC",6,30,2,33.33,True
1503,47037015803,"NuVox, Inc.",6,30,1,16.67,True
1504,47037015803,"NuVox, Inc.",6,50,1,16.67,True
1505,47037015804,"COMCAST CABLE COMMUNICATIONS, LLC",21,43,21,100.0,True
1506,47037015804,"NuVox, Inc.",21,30,1,4.76,False
1507,47037015900,"Birch Communications, Inc.",91,30,1,1.1,False
1508,47037015900,Business Only Broadband,91,70,91,100.0,True
1509,47037015900,"COMCAST CABLE COMMUNICATIONS, LLC",91,42,1,1.1,False
1510,47037015900,"COMCAST CABLE COMMUNICATIONS, LLC",91,43,60,65.93,True
1511,47037015900,Crown Castle Fiber LLC,91,50,13,14.29,False
1512,47037015900,"EarthLink Business, LLC",91,10,1,1.1,False
1513,47037015900,"EarthLink Business, LLC",91,30,1,1.1,False
1514,47037015900,"Level  3 Communications, LLC",91,30,9,9.89,False
1515,47037015900,"Level  3 Communications, LLC",91,50,8,8.79,False
1516,47037015900,MCI Communications Corporation,91,30,9,9.89,False
1517,47037015900,"NuVox, Inc.",91,30,10,10.99,False
1518,47037015900,"NuVox, Inc.",91,50,3,3.3,False
1519,47037015900,"TailWind Voice & Data, Inc.",91,30,1,1.1,False
1520,47037015900,US LEC LLC,91,50,4,4.4,False
1521,47037015900,"XO Communications Services, LLC",91,30,1,1.1,False
1522,47037015900,"XO Communications Services, LLC",91,50,1,1.1,False
1523,47037016000,"Birch Communications, Inc.",82,30,1,1.22,False
1524,47037016000,"COMCAST CABLE COMMUNICATIONS, LLC",82,42,1,1.22,False
1525,47037016000,"COMCAST CABLE COMMUNICATIONS, LLC",82,43,77,93.9,True
1526,47037016000,Crown Castle Fiber LLC,82,50,20,24.39,True
1527,47037016000,"EarthLink Business, LLC",82,10,1,1.22,False
1528,47037016000,"Level  3 Communications, LLC",82,30,1,1.22,False
1529,47037016000,"Level  3 Communications, LLC",82,50,1,1.22,False
1530,47037016100,"Birch Communications, Inc.",94,10,1,1.06,False
1531,47037016100,CBTS Technology Solutions LLC,94,50,1,1.06,False
1532,47037016100,"COMCAST CABLE COMMUNICATIONS, LLC",94,43,84,89.36,True
1533,47037016100,Crown Castle Fiber LLC,94,50,8,8.51,False
1534,47037016100,"EarthLink Business, LLC",94,50,1,1.06,False
1535,47037016100,"Level  3 Communications, LLC",94,30,2,2.13,False
1536,47037016100,"Level  3 Communications, LLC",94,50,3,3.19,False
1537,47037016100,"NuVox, Inc.",94,30,2,2.13,False
1538,47037016100,"NuVox, Inc.",94,50,1,1.06,False
1539,47037016200,"COMCAST CABLE COMMUNICATIONS, LLC",93,43,89,95.7,True
1540,47037016200,"Google Fiber Tennessee, LLC",93,50,23,24.73,True
1541,47037016200,"Level  3 Communications, LLC",93,30,3,3.23,False
1542,47037016200,"Level  3 Communications, LLC",93,50,3,3.23,False
1543,47037016200,"NuVox, Inc.",93,30,2,2.15,False
1544,47037016200,US LEC LLC,93,11,4,4.3,False
1545,47037016200,US LEC LLC,93,50,2,2.15,False
1546,47037016200,"XO Communications Services, LLC",93,30,1,1.08,False
1547,47037016300,"COMCAST CABLE COMMUNICATIONS, LLC",69,43,67,97.1,True
1548,47037016300,Crown Castle Fiber LLC,69,50,18,26.09,True
1549,47037016300,"EarthLink Business, LLC",69,10,2,2.9,False
1550,47037016300,"Google Fiber Tennessee, LLC",69,50,11,15.94,True
1551,47037016300,"Level  3 Communications, LLC",69,30,4,5.8,False
1552,47037016300,"Level  3 Communications, LLC",69,50,5,7.25,False
1553,47037016300,MCI Communications Corporation,69,30,1,1.45,False
1554,47037016300,"NuVox, Inc.",69,30,1,1.45,False
1555,47037016300,"NuVox, Inc.",69,50,1,1.45,False
1556,47037016300,US LEC LLC,69,11,2,2.9,False
1557,47037016400,"COMCAST CABLE COMMUNICATIONS, LLC",54,43,53,98.15,True
1558,47037016400,Crown Castle Fiber LLC,54,50,12,22.22,True
1559,47037016400,"EarthLink Business, LLC",54,50,1,1.85,False
1560,47037016400,"Google Fiber Tennessee, LLC",54,50,4,7.41,False
1561,47037016400,"Level  3 Communications, LLC",54,30,7,12.96,False
1562,47037016400,"Level  3 Communications, LLC",54,50,5,9.26,False
1563,47037016400,MCI Communications Corporation,54,30,2,3.7,False
1564,47037016400,"NuVox, Inc.",54,30,6,11.11,False
1565,47037016400,U.S. TelePacific Corp.,54,50,1,1.85,False
1566,47037016400,US LEC LLC,54,11,6,11.11,False
1567,47037016400,US LEC LLC,54,50,4,7.41,False
1568,47037016400,"XO Communications Services, LLC",54,30,1,1.85,False
1569,47037016400,"XO Communications Services, LLC",54,50,1,1.85,False
1570,47037016400,"Zayo Group, LLC",54,50,1,1.85,False
1571,47037016500,"Birch Communications, Inc.",55,10,1,1.82,False
1572,47037016500,"COMCAST CABLE COMMUNICATIONS, LLC",55,43,49,89.09,True
1573,47037016500,Crown Castle Fiber LLC,55,50,23,41.82,True
1574,47037016500,"EarthLink Business, LLC",55,10,5,9.09,False
1575,47037016500,"Level  3 Communications, LLC",55,30,2,3.64,False
1576,47037016500,"Level  3 Communications, LLC",55,50,13,23.64,True
1577,47037016500,MCI Communications Corporation,55,30,1,1.82,False
1578,47037016500,"NuVox, Inc.",55,30,3,5.45,False
1579,47037016500,US LEC LLC,55,11,4,7.27,False
1580,47037016500,US LEC LLC,55,50,2,3.64,False
1581,47037016500,"XO Communications Services, LLC",55,30,2,3.64,False
1582,47037016600,"COMCAST CABLE COMMUNICATIONS, LLC",65,43,62,95.38,True
1583,47037016600,Crown Castle Fiber LLC,65,50,17,26.15,True
1584,47037016600,"EarthLink Business, LLC",65,10,2,3.08,False
1585,47037016600,"EarthLink Business, LLC",65,50,1,1.54,False
1586,47037016600,"Level  3 Communications, LLC",65,30,3,4.62,False
1587,47037016600,"Level  3 Communications, LLC",65,50,4,6.15,False
1588,47037016600,MCI Communications Corporation,65,30,2,3.08,False
1589,47037016600,Network Billing Systems LLC,65,50,1,1.54,False
1590,47037016600,"NuVox, Inc.",65,30,4,6.15,False
1591,47037016600,"NuVox, Inc.",65,50,1,1.54,False
1592,47037016600,US LEC LLC,65,11,2,3.08,False
1593,47037016600,"United Communications, Inc.",65,50,1,1.54,False
1594,47037016600,"XO Communications Services, LLC",65,30,2,3.08,False
1595,47037016700,"COMCAST CABLE COMMUNICATIONS, LLC",85,43,82,96.47,True
1596,47037016700,"Level  3 Communications, LLC",85,30,1,1.18,False
1597,47037016700,"Level  3 Communications, LLC",85,50,1,1.18,False
1598,47037016700,"NuVox, Inc.",85,30,2,2.35,False
1599,47037016700,"XO Communications Services, LLC",85,30,1,1.18,False
1600,47037016700,"XO Communications Services, LLC",85,50,1,1.18,False
1601,47037016800,"COMCAST CABLE COMMUNICATIONS, LLC",95,43,93,97.89,True
1602,47037016800,Crown Castle Fiber LLC,95,50,22,23.16,True
1603,47037016800,"EarthLink Business, LLC",95,10,1,1.05,False
1604,47037016800,"Level  3 Communications, LLC",95,30,1,1.05,False
1605,47037016800,"Level  3 Communications, LLC",95,50,2,2.11,False
1606,47037016800,MCI Communications Corporation,95,30,2,2.11,False
1607,47037016800,"NuVox, Inc.",95,30,3,3.16,False
1608,47037016800,"XO Communications Services, LLC",95,30,2,2.11,False
1609,47037016900,"COMCAST CABLE COMMUNICATIONS, LLC",125,43,124,99.2,True
1610,47037016900,"COMCAST CABLE COMMUNICATIONS, LLC",125,50,1,0.8,False
1611,47037016900,Crown Castle Fiber LLC,125,50,13,10.4,False
1612,47037016900,"EarthLink Business, LLC",125,10,1,0.8,False
1613,47037016900,"Level  3 Communications, LLC",125,30,2,1.6,False
1614,47037016900,"Level  3 Communications, LLC",125,50,3,2.4,False
1615,47037016900,"NuVox, Inc.",125,50,1,0.8,False
1616,47037017000,"COMCAST CABLE COMMUNICATIONS, LLC",102,43,100,98.04,True
1617,47037017000,"COMCAST CABLE COMMUNICATIONS, LLC",102,50,1,0.98,False
1618,47037017000,Crown Castle Fiber LLC,102,50,9,8.82,False
1619,47037017000,"Level  3 Communications, LLC",102,30,1,0.98,False
1620,47037017000,"Level  3 Communications, LLC",102,50,1,0.98,False
1621,47037017100,"COMCAST CABLE COMMUNICATIONS, LLC",52,43,45,86.54,True
1622,47037017100,Crown Castle Fiber LLC,52,50,5,9.62,False
1623,47037017100,"EarthLink Business, LLC",52,50,1,1.92,False
1624,47037017100,"Level  3 Communications, LLC",52,30,2,3.85,False
1625,47037017100,"Level  3 Communications, LLC",52,50,2,3.85,False
1626,47037017100,MCI Communications Corporation,52,30,1,1.92,False
1627,47037017100,"NuVox, Inc.",52,30,1,1.92,False
1628,47037017100,US LEC LLC,52,50,2,3.85,False
1629,47037017200,"Birch Communications, Inc.",143,30,1,0.7,False
1630,47037017200,Business Only Broadband,143,70,143,100.0,True
1631,47037017200,"COMCAST CABLE COMMUNICATIONS, LLC",143,43,85,59.44,True
1632,47037017200,Crown Castle Fiber LLC,143,50,33,23.08,True
1633,47037017200,"EarthLink Business, LLC",143,10,2,1.4,False
1634,47037017200,"Google Fiber Tennessee, LLC",143,50,2,1.4,False
1635,47037017200,"Level  3 Communications, LLC",143,30,8,5.59,False
1636,47037017200,"Level  3 Communications, LLC",143,50,9,6.29,False
1637,47037017200,MCI Communications Corporation,143,30,3,2.1,False
1638,47037017200,"NuVox, Inc.",143,30,9,6.29,False
1639,47037017200,"NuVox, Inc.",143,50,2,1.4,False
1640,47037017200,US LEC LLC,143,11,4,2.8,False
1641,47037017200,"XO Communications Services, LLC",143,30,1,0.7,False
1642,47037017300,"Birch Communications, Inc.",121,10,1,0.83,False
1643,47037017300,"COMCAST CABLE COMMUNICATIONS, LLC",121,42,1,0.83,False
1644,47037017300,"COMCAST CABLE COMMUNICATIONS, LLC",121,43,115,95.04,True
1645,47037017300,Crown Castle Fiber LLC,121,50,10,8.26,False
1646,47037017300,"Level  3 Communications, LLC",121,30,3,2.48,False
1647,47037017300,"NuVox, Inc.",121,30,1,0.83,False
1648,47037017300,"NuVox, Inc.",121,50,1,0.83,False
1649,47037017300,US LEC LLC,121,11,2,1.65,False
1650,47037017401,"COMCAST CABLE COMMUNICATIONS, LLC",24,43,24,100.0,True
1651,47037017401,"EarthLink Business, LLC",24,10,1,4.17,False
1652,47037017401,"Level  3 Communications, LLC",24,50,1,4.17,False
1653,47037017401,"NuVox, Inc.",24,30,1,4.17,False
1654,47037017402,"COMCAST CABLE COMMUNICATIONS, LLC",47,43,47,100.0,True
1655,47037017402,Crown Castle Fiber LLC,47,50,7,14.89,False
1656,47037017402,"NuVox, Inc.",47,50,1,2.13,False
1657,47037017402,US LEC LLC,47,11,2,4.26,False
1658,47037017500,"COMCAST CABLE COMMUNICATIONS, LLC",95,43,95,100.0,True
1659,47037017500,Crown Castle Fiber LLC,95,50,23,24.21,True
1660,47037017500,"EarthLink Business, LLC",95,10,1,1.05,False
1661,47037017500,"EarthLink Business, LLC",95,30,1,1.05,False
1662,47037017500,"Level  3 Communications, LLC",95,30,5,5.26,False
1663,47037017500,"NuVox, Inc.",95,30,3,3.16,False
1664,47037017500,"NuVox, Inc.",95,50,2,2.11,False
1665,47037017500,US LEC LLC,95,11,4,4.21,False
1666,47037017701,"COMCAST CABLE COMMUNICATIONS, LLC",41,43,34,82.93,True
1667,47037017701,"COMCAST CABLE COMMUNICATIONS, LLC",41,50,1,2.44,False
1668,47037017701,Crown Castle Fiber LLC,41,50,14,34.15,True
1669,47037017701,"NuVox, Inc.",41,30,1,2.44,False
1670,47037017702,"COMCAST CABLE COMMUNICATIONS, LLC",44,43,44,100.0,True
1671,47037017702,"EarthLink Business, LLC",44,50,1,2.27,False
1672,47037017702,"NuVox, Inc.",44,30,1,2.27,False
1673,47037017702,"NuVox, Inc.",44,50,1,2.27,False
1674,47037017702,"XO Communications Services, LLC",44,50,1,2.27,False
1675,47037017800,"Birch Communications, Inc.",71,10,1,1.41,False
1676,47037017800,"COMCAST CABLE COMMUNICATIONS, LLC",71,43,66,92.96,True
1677,47037017800,Crown Castle Fiber LLC,71,50,15,21.13,True
1678,47037017800,"Level  3 Communications, LLC",71,30,2,2.82,False
1679,47037017800,"NuVox, Inc.",71,30,1,1.41,False
1680,47037017800,"XO Communications Services, LLC",71,30,1,1.41,False
1681,47037017901,"Birch Communications, Inc.",86,10,2,2.33,False
1682,47037017901,"Birch Communications, Inc.",86,30,2,2.33,False
1683,47037017901,Business Only Broadband,86,70,86,100.0,True
1684,47037017901,"COMCAST CABLE COMMUNICATIONS, LLC",86,43,71,82.56,True
1685,47037017901,"Call One, Inc.",86,30,1,1.16,False
1686,47037017901,"EarthLink Business, LLC",86,10,2,2.33,False
1687,47037017901,"EarthLink Business, LLC",86,50,2,2.33,False
1688,47037017901,"Level  3 Communications, LLC",86,30,4,4.65,False
1689,47037017901,"Level  3 Communications, LLC",86,50,4,4.65,False
1690,47037017901,MCI Communications Corporation,86,30,2,2.33,False
1691,47037017901,"NuVox, Inc.",86,30,6,6.98,False
1692,47037017901,"NuVox, Inc.",86,50,1,1.16,False
1693,47037017901,"Spectrotel, Inc.",86,40,2,2.33,False
1694,47037017901,US LEC LLC,86,11,4,4.65,False
1695,47037017901,US LEC LLC,86,50,4,4.65,False
1696,47037017902,"COMCAST CABLE COMMUNICATIONS, LLC",43,43,43,100.0,True
1697,47037017902,"EarthLink Business, LLC",43,30,1,2.33,False
1698,47037017902,"Google Fiber Tennessee, LLC",43,50,5,11.63,False
1699,47037017902,"Level  3 Communications, LLC",43,50,2,4.65,False
1700,47037017902,MCI Communications Corporation,43,30,1,2.33,False
1701,47037017902,"NuVox, Inc.",43,30,2,4.65,False
1702,47037018000,"Birch Communications, Inc.",73,10,2,2.74,False
1703,47037018000,"Birch Communications, Inc.",73,30,2,2.74,False
1704,47037018000,"COMCAST CABLE COMMUNICATIONS, LLC",73,43,73,100.0,True
1705,47037018000,"EarthLink Business, LLC",73,10,1,1.37,False
1706,47037018000,"EarthLink Business, LLC",73,30,1,1.37,False
1707,47037018000,"Level  3 Communications, LLC",73,30,1,1.37,False
1708,47037018000,"Level  3 Communications, LLC",73,50,2,2.74,False
1709,47037018000,MCI Communications Corporation,73,30,1,1.37,False
1710,47037018000,"NetDiverse, LLC",73,50,1,1.37,False
1711,47037018000,"NuVox, Inc.",73,30,3,4.11,False
1712,47037018101,"COMCAST CABLE COMMUNICATIONS, LLC",48,43,45,93.75,True
1713,47037018101,"EarthLink Business, LLC",48,10,1,2.08,False
1714,47037018101,"EarthLink Business, LLC",48,30,1,2.08,False
1715,47037018101,"Google Fiber Tennessee, LLC",48,50,15,31.25,True
1716,47037018101,"Level  3 Communications, LLC",48,30,3,6.25,False
1717,47037018101,"Level  3 Communications, LLC",48,50,1,2.08,False
1718,47037018101,MCI Communications Corporation,48,30,1,2.08,False
1719,47037018101,"NuVox, Inc.",48,30,2,4.17,False
1720,47037018102,America Internet & Communications,59,70,1,1.69,False
1721,47037018102,"Birch Communications, Inc.",59,10,1,1.69,False
1722,47037018102,"COMCAST CABLE COMMUNICATIONS, LLC",59,43,59,100.0,True
1723,47037018102,"EarthLink Business, LLC",59,10,1,1.69,False
1724,47037018102,"Level  3 Communications, LLC",59,30,3,5.08,False
1725,47037018102,"Level  3 Communications, LLC",59,50,1,1.69,False
1726,47037018102,"NuVox, Inc.",59,30,1,1.69,False
1727,47037018102,US LEC LLC,59,11,2,3.39,False
1728,47037018201,"COMCAST CABLE COMMUNICATIONS, LLC",54,43,54,100.0,True
1729,47037018201,"EarthLink Business, LLC",54,10,1,1.85,False
1730,47037018201,"EarthLink Business, LLC",54,40,1,1.85,False
1731,47037018201,"Level  3 Communications, LLC",54,30,1,1.85,False
1732,47037018201,"Level  3 Communications, LLC",54,50,1,1.85,False
1733,47037018201,"NuVox, Inc.",54,30,1,1.85,False
1734,47037018201,"NuVox, Inc.",54,50,1,1.85,False
1735,47037018201,"XO Communications Services, LLC",54,30,1,1.85,False
1736,47037018202,"COMCAST CABLE COMMUNICATIONS, LLC",21,43,20,95.24,True
1737,47037018202,"NuVox, Inc.",21,30,2,9.52,False
1738,47037018202,"XO Communications Services, LLC",21,30,1,4.76,False
1739,47037018203,"COMCAST CABLE COMMUNICATIONS, LLC",36,43,36,100.0,True
1740,47037018203,"NuVox, Inc.",36,30,1,2.78,False
1741,47037018301,"Birch Communications, Inc.",78,10,1,1.28,False
1742,47037018301,"COMCAST CABLE COMMUNICATIONS, LLC",78,43,73,93.59,True
1743,47037018301,"EarthLink Business, LLC",78,30,1,1.28,False
1744,47037018301,"Level  3 Communications, LLC",78,30,2,2.56,False
1745,47037018301,"NuVox, Inc.",78,30,1,1.28,False
1746,47037018302,"COMCAST CABLE COMMUNICATIONS, LLC",46,43,32,69.57,True
1747,47037018302,"Level  3 Communications, LLC",46,30,1,2.17,False
1748,47037018302,"NuVox, Inc.",46,30,1,2.17,False
1749,47037018401,"Birch Communications, Inc.",35,30,1,2.86,False
1750,47037018401,"COMCAST CABLE COMMUNICATIONS, LLC",35,43,34,97.14,True
1751,47037018401,"EarthLink Business, LLC",35,40,1,2.86,False
1752,47037018401,"Level  3 Communications, LLC",35,30,1,2.86,False
1753,47037018401,"NuVox, Inc.",35,30,3,8.57,False
1754,47037018401,"Spectrotel, Inc.",35,40,1,2.86,False
1755,47037018401,US LEC LLC,35,11,2,5.71,False
1756,47037018404,"Birch Communications, Inc.",31,30,1,3.23,False
1757,47037018404,"COMCAST CABLE COMMUNICATIONS, LLC",31,43,29,93.55,True
1758,47037018404,"Level  3 Communications, LLC",31,30,2,6.45,False
1759,47037018405,CBTS Technology Solutions LLC,44,50,1,2.27,False
1760,47037018405,"COMCAST CABLE COMMUNICATIONS, LLC",44,43,43,97.73,True
1761,47037018405,"EarthLink Business, LLC",44,10,1,2.27,False
1762,47037018405,"EarthLink Business, LLC",44,30,1,2.27,False
1763,47037018405,"Level  3 Communications, LLC",44,30,1,2.27,False
1764,47037018407,"COMCAST CABLE COMMUNICATIONS, LLC",24,43,24,100.0,True
