,ProviderName,TractCode,CountBlocks,Consumer Blocks Served,Consumer Blocks Served - 3mbps,Consumer Blocks Served - 12mbps,Consumer Blocks Served - 25mbps,Proportion Served,Proportion Served 3mbps,Proportion Served 12mbps,Proportion Served 25mbps,Substantially Served,Substantially Served 3mbps,Substantially Served 12mbps,Substantially Served 25mbps,TechCodes Set
2363,EPB Fiber Optics,47065001300,108,94,94,94,94,87.04,87.04,87.04,87.04,True,True,True,True,{50}
2364,"COMCAST CABLE COMMUNICATIONS, LLC",47065001300,108,82,82,82,82,75.93,75.93,75.93,75.93,True,True,True,True,{43}
2365,"BellSouth Telecommunications, Inc.",47065010435,77,63,63,59,58,81.82,81.82,76.62,75.32,True,True,True,True,"{10, 11, 12, 50}"
2366,EPB Fiber Optics,47065010435,77,71,71,71,71,92.21,92.21,92.21,92.21,True,True,True,True,{50}
2367,"COMCAST CABLE COMMUNICATIONS, LLC",47065010435,77,65,65,65,65,84.42,84.42,84.42,84.42,True,True,True,True,{43}
2368,"BellSouth Telecommunications, Inc.",47065012100,181,117,107,98,92,64.64,59.12,54.14,50.83,True,True,True,True,"{10, 11, 12, 50}"
2369,EPB Fiber Optics,47065012100,181,150,150,150,150,82.87,82.87,82.87,82.87,True,True,True,True,{50}
2370,"COMCAST CABLE COMMUNICATIONS, LLC",47065012100,181,141,141,141,141,77.9,77.9,77.9,77.9,True,True,True,True,{43}
2371,"Charter Communications, Inc.",47065012100,181,3,3,3,3,1.66,1.66,1.66,1.66,False,False,False,False,{43}
2372,"BellSouth Telecommunications, Inc.",47065012400,119,108,108,91,6,90.76,90.76,76.47,5.04,True,True,True,False,"{10, 11, 50}"
2373,EPB Fiber Optics,47065012400,119,109,109,109,109,91.6,91.6,91.6,91.6,True,True,True,True,{50}
2374,"COMCAST CABLE COMMUNICATIONS, LLC",47065012400,119,86,86,86,86,72.27,72.27,72.27,72.27,True,True,True,True,{43}
2375,"BellSouth Telecommunications, Inc.",47069950500,233,165,157,54,23,70.82,67.38,23.18,9.87,True,True,True,False,"{10, 11, 70}"
2376,Capshaw Enterprises,47069950500,233,56,21,0,0,24.03,9.01,0.0,0.0,True,False,False,False,{70}
2377,"Aeneas Communications, LLC",47069950500,233,1,0,0,0,0.43,0.0,0.0,0.0,False,False,False,False,{30}
2378,"COMCAST CABLE COMMUNICATIONS, LLC",47069950500,233,137,137,137,137,58.8,58.8,58.8,58.8,True,True,True,True,{43}
2379,"BellSouth Telecommunications, Inc.",47071920500,217,105,103,4,2,48.39,47.47,1.84,0.92,True,True,False,False,"{10, 11, 70}"
2380,Mediacom Southeast LLC,47071920500,217,1,1,1,1,0.46,0.46,0.46,0.46,False,False,False,False,{42}
2381,"Tristate Internet, LLC",47071920500,217,9,9,3,1,4.15,4.15,1.38,0.46,False,False,False,False,{70}
2382,"COMCAST CABLE COMMUNICATIONS, LLC",47071920500,217,2,2,2,2,0.92,0.92,0.92,0.92,False,False,False,False,{43}
2383,"Charter Communications, Inc.",47071920500,217,186,186,186,186,85.71,85.71,85.71,85.71,True,True,True,True,{43}
2384,"BellSouth Telecommunications, Inc.",47079969500,218,150,150,117,83,68.81,68.81,53.67,38.07,True,True,True,True,"{10, 11, 12, 70}"
2385,BeaDun Communications,47079969500,218,1,0,0,0,0.46,0.0,0.0,0.0,False,False,False,False,{70}
2386,"Aeneas Communications, LLC",47079969500,218,3,2,2,2,1.38,0.92,0.92,0.92,False,False,False,False,"{42, 11, 50}"
2387,"Charter Communications, Inc.",47079969500,218,218,218,218,218,100.0,100.0,100.0,100.0,True,True,True,True,{43}
2388,"BellSouth Telecommunications, Inc.",47081950301,124,104,98,54,35,83.87,79.03,43.55,28.23,True,True,True,True,"{10, 11, 12, 70}"
2389,"JTM Broadband, LLC",47081950301,124,7,7,7,7,5.65,5.65,5.65,5.65,False,False,False,False,{70}
2390,"Charter Communications, Inc.",47081950301,124,74,74,74,74,59.68,59.68,59.68,59.68,True,True,True,True,{43}
2391,"BellSouth Telecommunications, Inc.",47093001800,53,52,52,51,51,98.11,98.11,96.23,96.23,True,True,True,True,"{10, 11, 12, 50}"
2392,UNITED STATES CELLULAR CORPORATION,47093001800,53,51,0,0,0,96.23,0.0,0.0,0.0,True,False,False,False,{70}
2393,"COMCAST CABLE COMMUNICATIONS, LLC",47093001800,53,52,52,52,52,98.11,98.11,98.11,98.11,True,True,True,True,{43}
2394,"BellSouth Telecommunications, Inc.",47093004100,61,61,61,57,57,100.0,100.0,93.44,93.44,True,True,True,True,"{10, 11, 12, 50}"
2395,UNITED STATES CELLULAR CORPORATION,47093004100,61,2,0,0,0,3.28,0.0,0.0,0.0,False,False,False,False,{70}
2396,"Knology of Alabama, Inc.",47093004100,61,59,59,59,59,96.72,96.72,96.72,96.72,True,True,True,True,"{42, 50}"
2397,"COMCAST CABLE COMMUNICATIONS, LLC",47093004100,61,58,58,58,58,95.08,95.08,95.08,95.08,True,True,True,True,{43}
2398,"BellSouth Telecommunications, Inc.",47093004300,67,55,53,44,37,82.09,79.1,65.67,55.22,True,True,True,True,"{10, 11, 12, 50}"
2399,UNITED STATES CELLULAR CORPORATION,47093004300,67,35,0,0,0,52.24,0.0,0.0,0.0,True,False,False,False,{70}
2400,"Knology of Alabama, Inc.",47093004300,67,22,22,22,22,32.84,32.84,32.84,32.84,True,True,True,True,"{42, 50}"
2401,"COMCAST CABLE COMMUNICATIONS, LLC",47093004300,67,41,41,41,41,61.19,61.19,61.19,61.19,True,True,True,True,{43}
2402,"BellSouth Telecommunications, Inc.",47093004800,105,70,70,66,62,66.67,66.67,62.86,59.05,True,True,True,True,"{10, 11, 12, 50}"
2403,UNITED STATES CELLULAR CORPORATION,47093004800,105,1,0,0,0,0.95,0.0,0.0,0.0,False,False,False,False,{70}
2404,"Knology of Alabama, Inc.",47093004800,105,61,61,61,61,58.1,58.1,58.1,58.1,True,True,True,True,"{42, 50}"
2405,Frontier Communications Corporation,47093004800,105,25,11,11,0,23.81,10.48,10.48,0.0,True,False,False,False,"{10, 11, 12}"
2406,"COMCAST CABLE COMMUNICATIONS, LLC",47093004800,105,87,87,87,87,82.86,82.86,82.86,82.86,True,True,True,True,{43}
2407,"BellSouth Telecommunications, Inc.",47093004900,89,74,74,73,71,83.15,83.15,82.02,79.78,True,True,True,True,"{10, 11, 12, 50}"
2408,UNITED STATES CELLULAR CORPORATION,47093004900,89,63,0,0,0,70.79,0.0,0.0,0.0,True,False,False,False,{70}
2409,"Knology of Alabama, Inc.",47093004900,89,41,41,41,41,46.07,46.07,46.07,46.07,True,True,True,True,"{42, 50}"
2410,"COMCAST CABLE COMMUNICATIONS, LLC",47093004900,89,79,79,79,79,88.76,88.76,88.76,88.76,True,True,True,True,{43}
2411,"BellSouth Telecommunications, Inc.",47093005301,106,92,87,79,64,86.79,82.08,74.53,60.38,True,True,True,True,"{70, 10, 11, 12, 50}"
2412,UNITED STATES CELLULAR CORPORATION,47093005301,106,27,0,0,0,25.47,0.0,0.0,0.0,True,False,False,False,{70}
2413,"COMCAST CABLE COMMUNICATIONS, LLC",47093005301,106,89,89,89,89,83.96,83.96,83.96,83.96,True,True,True,True,{43}
2414,"BellSouth Telecommunications, Inc.",47103975300,288,215,207,144,49,74.65,71.88,50.0,17.01,True,True,True,True,"{10, 11, 12}"
2415,Mediacom Southeast LLC,47103975300,288,43,43,43,43,14.93,14.93,14.93,14.93,False,False,False,False,"{42, 43}"
2416,Monster Broadband,47103975300,288,287,287,287,287,99.65,99.65,99.65,99.65,True,True,True,True,{70}
2417,Fayetteville Public Utilities,47103975300,288,1,1,1,1,0.35,0.35,0.35,0.35,False,False,False,False,{42}
2418,"COMCAST CABLE COMMUNICATIONS, LLC",47103975300,288,1,1,1,1,0.35,0.35,0.35,0.35,False,False,False,False,{43}
2419,"Charter Communications, Inc.",47103975300,288,215,215,215,215,74.65,74.65,74.65,74.65,True,True,True,True,{43}
2420,"BellSouth Telecommunications, Inc.",47103975601,119,89,89,46,41,74.79,74.79,38.66,34.45,True,True,True,True,"{10, 11, 12, 70}"
2421,Mediacom Southeast LLC,47103975601,119,85,85,85,85,71.43,71.43,71.43,71.43,True,True,True,True,"{42, 43}"
2422,Monster Broadband,47103975601,119,119,119,119,119,100.0,100.0,100.0,100.0,True,True,True,True,{70}
2423,"Charter Communications, Inc.",47103975601,119,22,22,22,22,18.49,18.49,18.49,18.49,True,True,True,True,{43}
2424,"BellSouth Telecommunications, Inc.",47105060600,312,206,202,157,86,66.03,64.74,50.32,27.56,True,True,True,True,"{70, 10, 11, 12, 50}"
2425,UNITED STATES CELLULAR CORPORATION,47105060600,312,41,0,0,0,13.14,0.0,0.0,0.0,False,False,False,False,{70}
2426,"Charter Communications, Inc.",47105060600,312,267,267,267,267,85.58,85.58,85.58,85.58,True,True,True,True,{43}
2427,"BellSouth Telecommunications, Inc.",47107970300,138,135,135,120,99,97.83,97.83,86.96,71.74,True,True,True,True,"{70, 10, 11, 12, 50}"
2428,"COMCAST CABLE COMMUNICATIONS, LLC",47107970300,138,122,122,122,122,88.41,88.41,88.41,88.41,True,True,True,True,"{42, 43}"
2429,"BellSouth Telecommunications, Inc.",47119010801,92,73,73,70,65,79.35,79.35,76.09,70.65,True,True,True,True,"{10, 11, 12, 50}"
2430,Columbia Power and Water System,47119010801,92,63,63,63,63,68.48,68.48,68.48,68.48,True,True,True,True,{42}
2431,"Charter Communications, Inc.",47119010801,92,92,92,92,92,100.0,100.0,100.0,100.0,True,True,True,True,{43}
2432,"BellSouth Telecommunications, Inc.",47125100601,46,38,38,38,38,82.61,82.61,82.61,82.61,True,True,True,True,"{50, 11, 12}"
2433,"Charter Communications, Inc.",47125100601,46,46,46,46,46,100.0,100.0,100.0,100.0,True,True,True,True,{43}
2434,Ken-Tenn Wireless,47131965600,206,13,13,6,4,6.31,6.31,2.91,1.94,False,False,False,False,{70}
2435,Union City Energy Authority,47131965600,206,10,10,10,10,4.85,4.85,4.85,4.85,False,False,False,False,{50}
2436,"BellSouth Telecommunications, Inc.",47131965600,206,134,134,105,0,65.05,65.05,50.97,0.0,True,True,True,False,"{10, 11}"
2437,"ECSIS.NET, LLC DBA Electronic Communication Systems",47131965600,206,206,206,206,0,100.0,100.0,100.0,0.0,True,True,True,False,{11}
2438,"Charter Communications, Inc.",47131965600,206,194,194,194,194,94.17,94.17,94.17,94.17,True,True,True,True,{43}
2439,UNITED STATES CELLULAR CORPORATION,47141000200,366,120,0,0,0,32.79,0.0,0.0,0.0,True,False,False,False,{70}
2440,Twin Lakes Telephone Cooperative Corporation,47141000200,366,3,2,1,1,0.82,0.55,0.27,0.27,False,False,False,False,"{50, 11}"
2441,Frontier Communications Corporation,47141000200,366,283,231,221,165,77.32,63.11,60.38,45.08,True,True,True,True,"{10, 50, 11, 12}"
2442,"Charter Communications, Inc.",47141000200,366,296,296,296,296,80.87,80.87,80.87,80.87,True,True,True,True,{43}
2443,"BellSouth Telecommunications, Inc.",47147080103,103,93,91,80,73,90.29,88.35,77.67,70.87,True,True,True,True,"{10, 11, 12, 50}"
2444,"COMCAST CABLE COMMUNICATIONS, LLC",47147080103,103,97,97,97,97,94.17,94.17,94.17,94.17,True,True,True,True,{43}
2445,"BellSouth Telecommunications, Inc.",47149040304,41,41,41,40,40,100.0,100.0,97.56,97.56,True,True,True,True,"{10, 11, 12, 50}"
2446,"United Communications, Inc.",47149040304,41,29,29,29,29,70.73,70.73,70.73,70.73,True,True,True,True,{70}
2447,"COMCAST CABLE COMMUNICATIONS, LLC",47149040304,41,39,39,39,39,95.12,95.12,95.12,95.12,True,True,True,True,{43}
2448,"BellSouth Telecommunications, Inc.",47149040305,29,26,26,25,22,89.66,89.66,86.21,75.86,True,True,True,True,"{10, 11, 12, 50}"
2449,"United Communications, Inc.",47149040305,29,29,29,29,29,100.0,100.0,100.0,100.0,True,True,True,True,{70}
2450,"COMCAST CABLE COMMUNICATIONS, LLC",47149040305,29,26,26,26,26,89.66,89.66,89.66,89.66,True,True,True,True,{43}
2451,"BellSouth Telecommunications, Inc.",47149040308,66,65,65,65,65,98.48,98.48,98.48,98.48,True,True,True,True,"{10, 11, 12, 50}"
2452,"United Communications, Inc.",47149040308,66,3,3,3,3,4.55,4.55,4.55,4.55,False,False,False,False,{70}
2453,"COMCAST CABLE COMMUNICATIONS, LLC",47149040308,66,64,64,64,64,96.97,96.97,96.97,96.97,True,True,True,True,{43}
2454,"BellSouth Telecommunications, Inc.",47149040403,102,98,97,97,96,96.08,95.1,95.1,94.12,True,True,True,True,"{10, 11, 12, 50}"
2455,"COMCAST CABLE COMMUNICATIONS, LLC",47149040403,102,96,96,96,96,94.12,94.12,94.12,94.12,True,True,True,True,{43}
2456,"BellSouth Telecommunications, Inc.",47149040702,151,110,108,107,103,72.85,71.52,70.86,68.21,True,True,True,True,"{10, 11, 12, 50}"
2457,United Telephone Company,47149040702,151,31,31,0,0,20.53,20.53,0.0,0.0,True,True,False,False,{11}
2458,"United Communications, Inc.",47149040702,151,79,79,79,79,52.32,52.32,52.32,52.32,True,True,True,True,{70}
2459,"COMCAST CABLE COMMUNICATIONS, LLC",47149040702,151,86,86,86,86,56.95,56.95,56.95,56.95,True,True,True,True,{43}
2460,"Charter Communications, Inc.",47149040702,151,1,1,1,1,0.66,0.66,0.66,0.66,False,False,False,False,{43}
2461,"BellSouth Telecommunications, Inc.",47149040808,85,79,78,76,76,92.94,91.76,89.41,89.41,True,True,True,True,"{70, 10, 11, 12, 50}"
2462,"COMCAST CABLE COMMUNICATIONS, LLC",47149040808,85,76,76,76,76,89.41,89.41,89.41,89.41,True,True,True,True,{43}
2463,"BellSouth Telecommunications, Inc.",47149040905,144,104,102,101,101,72.22,70.83,70.14,70.14,True,True,True,True,"{10, 11, 12, 50}"
2464,"United Communications, Inc.",47149040905,144,99,99,99,99,68.75,68.75,68.75,68.75,True,True,True,True,{70}
2465,"COMCAST CABLE COMMUNICATIONS, LLC",47149040905,144,105,105,105,105,72.92,72.92,72.92,72.92,True,True,True,True,{43}
2466,"BellSouth Telecommunications, Inc.",47149041000,103,99,99,98,94,96.12,96.12,95.15,91.26,True,True,True,True,"{10, 11, 12, 50}"
2467,"COMCAST CABLE COMMUNICATIONS, LLC",47149041000,103,93,93,93,93,90.29,90.29,90.29,90.29,True,True,True,True,{43}
2468,"BellSouth Telecommunications, Inc.",47149041101,139,129,129,129,129,92.81,92.81,92.81,92.81,True,True,True,True,"{10, 11, 12, 50}"
2469,"COMCAST CABLE COMMUNICATIONS, LLC",47149041101,139,128,128,128,128,92.09,92.09,92.09,92.09,True,True,True,True,"{50, 43}"
2470,"BellSouth Telecommunications, Inc.",47149041301,73,73,73,73,73,100.0,100.0,100.0,100.0,True,True,True,True,"{10, 11, 12, 50}"
2471,"COMCAST CABLE COMMUNICATIONS, LLC",47149041301,73,73,73,73,73,100.0,100.0,100.0,100.0,True,True,True,True,{43}
2472,"BellSouth Telecommunications, Inc.",47149041401,25,24,24,23,21,96.0,96.0,92.0,84.0,True,True,True,True,"{10, 11, 12, 50}"
2473,"COMCAST CABLE COMMUNICATIONS, LLC",47149041401,25,24,24,24,24,96.0,96.0,96.0,96.0,True,True,True,True,{43}
2474,"BellSouth Telecommunications, Inc.",47149041402,26,26,24,21,21,100.0,92.31,80.77,80.77,True,True,True,True,"{10, 11, 12, 50}"
2475,"United Communications, Inc.",47149041402,26,1,1,1,1,3.85,3.85,3.85,3.85,False,False,False,False,{70}
2476,"COMCAST CABLE COMMUNICATIONS, LLC",47149041402,26,25,25,25,25,96.15,96.15,96.15,96.15,True,True,True,True,{43}
2477,"BellSouth Telecommunications, Inc.",47149041403,54,50,49,49,49,92.59,90.74,90.74,90.74,True,True,True,True,"{10, 11, 12, 50}"
2478,"COMCAST CABLE COMMUNICATIONS, LLC",47149041403,54,51,51,51,51,94.44,94.44,94.44,94.44,True,True,True,True,{43}
2479,"BellSouth Telecommunications, Inc.",47149041700,92,90,90,88,84,97.83,97.83,95.65,91.3,True,True,True,True,"{10, 11, 12, 50}"
2480,"COMCAST CABLE COMMUNICATIONS, LLC",47149041700,92,86,86,86,86,93.48,93.48,93.48,93.48,True,True,True,True,{43}
2481,"BellSouth Telecommunications, Inc.",47149041900,51,51,51,50,48,100.0,100.0,98.04,94.12,True,True,True,True,"{10, 11, 12, 50}"
2482,"United Communications, Inc.",47149041900,51,2,2,2,2,3.92,3.92,3.92,3.92,False,False,False,False,{70}
2483,"COMCAST CABLE COMMUNICATIONS, LLC",47149041900,51,48,48,48,48,94.12,94.12,94.12,94.12,True,True,True,True,{43}
2484,"BellSouth Telecommunications, Inc.",47157000100,134,127,127,68,68,94.78,94.78,50.75,50.75,True,True,True,True,"{10, 11, 12, 50}"
2485,"COMCAST CABLE COMMUNICATIONS, LLC",47157000100,134,112,112,112,112,83.58,83.58,83.58,83.58,True,True,True,True,{43}
2486,"BellSouth Telecommunications, Inc.",47157000200,28,10,9,6,6,35.71,32.14,21.43,21.43,True,True,True,True,"{10, 11, 12}"
2487,"COMCAST CABLE COMMUNICATIONS, LLC",47157000200,28,26,26,26,26,92.86,92.86,92.86,92.86,True,True,True,True,{43}
2488,"BellSouth Telecommunications, Inc.",47157000800,50,43,43,29,22,86.0,86.0,58.0,44.0,True,True,True,True,"{10, 11}"
2489,"COMCAST CABLE COMMUNICATIONS, LLC",47157000800,50,48,48,48,48,96.0,96.0,96.0,96.0,True,True,True,True,{43}
2490,"BellSouth Telecommunications, Inc.",47157000900,58,54,54,31,31,93.1,93.1,53.45,53.45,True,True,True,True,"{10, 11, 12, 50}"
2491,"COMCAST CABLE COMMUNICATIONS, LLC",47157000900,58,54,54,54,54,93.1,93.1,93.1,93.1,True,True,True,True,{43}
2492,"BellSouth Telecommunications, Inc.",47157001100,46,45,41,12,0,97.83,89.13,26.09,0.0,True,True,True,False,"{10, 11}"
2493,"COMCAST CABLE COMMUNICATIONS, LLC",47157001100,46,44,44,44,44,95.65,95.65,95.65,95.65,True,True,True,True,{43}
2494,"BellSouth Telecommunications, Inc.",47157001200,50,49,42,34,32,98.0,84.0,68.0,64.0,True,True,True,True,"{10, 11, 12}"
2495,"COMCAST CABLE COMMUNICATIONS, LLC",47157001200,50,50,50,50,50,100.0,100.0,100.0,100.0,True,True,True,True,{43}
2496,"BellSouth Telecommunications, Inc.",47157001400,37,37,17,8,2,100.0,45.95,21.62,5.41,True,True,True,False,"{10, 11, 12}"
2497,"COMCAST CABLE COMMUNICATIONS, LLC",47157001400,37,35,35,35,35,94.59,94.59,94.59,94.59,True,True,True,True,{43}
2498,"BellSouth Telecommunications, Inc.",47157001500,49,48,47,15,15,97.96,95.92,30.61,30.61,True,True,True,True,"{10, 11, 12, 50}"
2499,"COMCAST CABLE COMMUNICATIONS, LLC",47157001500,49,37,37,37,37,75.51,75.51,75.51,75.51,True,True,True,True,{43}
2500,"BellSouth Telecommunications, Inc.",47157001900,33,31,29,21,18,93.94,87.88,63.64,54.55,True,True,True,True,"{10, 11, 12}"
2501,"COMCAST CABLE COMMUNICATIONS, LLC",47157001900,33,32,32,32,32,96.97,96.97,96.97,96.97,True,True,True,True,{43}
2502,"BellSouth Telecommunications, Inc.",47157002400,43,42,26,3,0,97.67,60.47,6.98,0.0,True,True,False,False,"{10, 11}"
2503,"COMCAST CABLE COMMUNICATIONS, LLC",47157002400,43,41,41,41,41,95.35,95.35,95.35,95.35,True,True,True,True,{43}
2504,"BellSouth Telecommunications, Inc.",47157002700,51,50,49,48,40,98.04,96.08,94.12,78.43,True,True,True,True,"{10, 11, 12, 50}"
2505,"COMCAST CABLE COMMUNICATIONS, LLC",47157002700,51,40,40,40,40,78.43,78.43,78.43,78.43,True,True,True,True,{43}
2506,"BellSouth Telecommunications, Inc.",47157002800,62,62,44,17,12,100.0,70.97,27.42,19.35,True,True,True,True,"{10, 11, 50}"
2507,"COMCAST CABLE COMMUNICATIONS, LLC",47157002800,62,53,53,53,53,85.48,85.48,85.48,85.48,True,True,True,True,{43}
2508,"BellSouth Telecommunications, Inc.",47157003000,42,42,42,36,20,100.0,100.0,85.71,47.62,True,True,True,True,"{10, 11, 12, 50}"
2509,"COMCAST CABLE COMMUNICATIONS, LLC",47157003000,42,36,36,36,36,85.71,85.71,85.71,85.71,True,True,True,True,{43}
2510,"BellSouth Telecommunications, Inc.",47157003200,48,48,48,47,42,100.0,100.0,97.92,87.5,True,True,True,True,"{10, 11, 12, 50}"
2511,Premier Satellite,47157003200,48,1,1,1,1,2.08,2.08,2.08,2.08,False,False,False,False,{70}
2512,"COMCAST CABLE COMMUNICATIONS, LLC",47157003200,48,47,47,47,47,97.92,97.92,97.92,97.92,True,True,True,True,{43}
2513,"BellSouth Telecommunications, Inc.",47157003300,33,33,33,32,32,100.0,100.0,96.97,96.97,True,True,True,True,"{10, 11, 12, 50}"
2514,"COMCAST CABLE COMMUNICATIONS, LLC",47157003300,33,31,31,31,31,93.94,93.94,93.94,93.94,True,True,True,True,{43}
2515,"BellSouth Telecommunications, Inc.",47157003400,30,30,30,30,8,100.0,100.0,100.0,26.67,True,True,True,True,"{10, 11, 12, 50}"
2516,Premier Satellite,47157003400,30,2,2,2,2,6.67,6.67,6.67,6.67,False,False,False,False,"{50, 70}"
2517,"COMCAST CABLE COMMUNICATIONS, LLC",47157003400,30,30,30,30,30,100.0,100.0,100.0,100.0,True,True,True,True,{43}
2518,"BellSouth Telecommunications, Inc.",47157003500,38,37,37,33,29,97.37,97.37,86.84,76.32,True,True,True,True,"{10, 11, 12, 50}"
2519,"COMCAST CABLE COMMUNICATIONS, LLC",47157003500,38,38,38,38,38,100.0,100.0,100.0,100.0,True,True,True,True,{43}
2520,"BellSouth Telecommunications, Inc.",47157003700,33,33,29,17,0,100.0,87.88,51.52,0.0,True,True,True,False,"{10, 11}"
2521,"Aeneas Communications, LLC",47157003700,33,1,1,1,1,3.03,3.03,3.03,3.03,False,False,False,False,{50}
2522,"COMCAST CABLE COMMUNICATIONS, LLC",47157003700,33,16,16,16,16,48.48,48.48,48.48,48.48,True,True,True,True,{43}
2523,"BellSouth Telecommunications, Inc.",47157004300,51,48,39,25,17,94.12,76.47,49.02,33.33,True,True,True,True,"{10, 11, 12, 50}"
2524,Premier Satellite,47157004300,51,1,1,1,1,1.96,1.96,1.96,1.96,False,False,False,False,"{50, 70}"
2525,"COMCAST CABLE COMMUNICATIONS, LLC",47157004300,51,37,37,37,37,72.55,72.55,72.55,72.55,True,True,True,True,{43}
2526,"BellSouth Telecommunications, Inc.",47157004500,24,24,20,6,4,100.0,83.33,25.0,16.67,True,True,True,True,"{10, 11, 50}"
2527,"COMCAST CABLE COMMUNICATIONS, LLC",47157004500,24,22,22,22,22,91.67,91.67,91.67,91.67,True,True,True,True,{43}
2528,"BellSouth Telecommunications, Inc.",47157004600,46,45,43,16,9,97.83,93.48,34.78,19.57,True,True,True,True,"{10, 11, 12}"
2529,"COMCAST CABLE COMMUNICATIONS, LLC",47157004600,46,36,36,36,36,78.26,78.26,78.26,78.26,True,True,True,True,{43}
2530,"BellSouth Telecommunications, Inc.",47157006000,40,40,39,12,11,100.0,97.5,30.0,27.5,True,True,True,True,"{10, 11, 12}"
2531,"COMCAST CABLE COMMUNICATIONS, LLC",47157006000,40,38,38,38,38,95.0,95.0,95.0,95.0,True,True,True,True,{43}
2532,"BellSouth Telecommunications, Inc.",47157006200,50,50,49,20,19,100.0,98.0,40.0,38.0,True,True,True,True,"{10, 11, 12, 50}"
2533,"COMCAST CABLE COMMUNICATIONS, LLC",47157006200,50,43,43,43,43,86.0,86.0,86.0,86.0,True,True,True,True,{43}
2534,"BellSouth Telecommunications, Inc.",47157006300,47,46,46,32,32,97.87,97.87,68.09,68.09,True,True,True,True,"{10, 11, 12, 50}"
2535,"COMCAST CABLE COMMUNICATIONS, LLC",47157006300,47,43,43,43,43,91.49,91.49,91.49,91.49,True,True,True,True,{43}
2536,"BellSouth Telecommunications, Inc.",47157006700,88,88,85,32,30,100.0,96.59,36.36,34.09,True,True,True,True,"{10, 11, 12, 50}"
2537,"COMCAST CABLE COMMUNICATIONS, LLC",47157006700,88,83,83,83,83,94.32,94.32,94.32,94.32,True,True,True,True,{43}
2538,"BellSouth Telecommunications, Inc.",47157006900,48,48,48,47,46,100.0,100.0,97.92,95.83,True,True,True,True,"{10, 11, 12}"
2539,"COMCAST CABLE COMMUNICATIONS, LLC",47157006900,48,45,45,45,45,93.75,93.75,93.75,93.75,True,True,True,True,{43}
2540,"BellSouth Telecommunications, Inc.",47157007000,40,39,39,29,23,97.5,97.5,72.5,57.5,True,True,True,True,"{10, 11, 12, 50}"
2541,"COMCAST CABLE COMMUNICATIONS, LLC",47157007000,40,40,40,40,40,100.0,100.0,100.0,100.0,True,True,True,True,{43}
2542,"BellSouth Telecommunications, Inc.",47157007100,44,43,43,43,41,97.73,97.73,97.73,93.18,True,True,True,True,"{10, 11, 12}"
2543,"COMCAST CABLE COMMUNICATIONS, LLC",47157007100,44,43,43,43,43,97.73,97.73,97.73,97.73,True,True,True,True,{43}
2544,"BellSouth Telecommunications, Inc.",47157007200,32,32,32,32,21,100.0,100.0,100.0,65.62,True,True,True,True,"{10, 11, 12}"
2545,"COMCAST CABLE COMMUNICATIONS, LLC",47157007200,32,32,32,32,32,100.0,100.0,100.0,100.0,True,True,True,True,{43}
2546,"BellSouth Telecommunications, Inc.",47157007400,49,49,49,40,39,100.0,100.0,81.63,79.59,True,True,True,True,"{10, 11, 12, 50}"
2547,Premier Satellite,47157007400,49,1,1,1,0,2.04,2.04,2.04,0.0,False,False,False,False,{70}
2548,"COMCAST CABLE COMMUNICATIONS, LLC",47157007400,49,46,46,46,46,93.88,93.88,93.88,93.88,True,True,True,True,{43}
2549,"BellSouth Telecommunications, Inc.",47157007500,26,26,22,3,1,100.0,84.62,11.54,3.85,True,True,False,False,"{10, 11, 12}"
2550,"COMCAST CABLE COMMUNICATIONS, LLC",47157007500,26,24,24,24,24,92.31,92.31,92.31,92.31,True,True,True,True,{43}
2551,"BellSouth Telecommunications, Inc.",47157007810,84,66,48,2,2,78.57,57.14,2.38,2.38,True,True,False,False,"{10, 11, 12}"
2552,"COMCAST CABLE COMMUNICATIONS, LLC",47157007810,84,51,51,51,51,60.71,60.71,60.71,60.71,True,True,True,True,{43}
2553,"BellSouth Telecommunications, Inc.",47157007822,31,30,30,30,30,96.77,96.77,96.77,96.77,True,True,True,True,"{10, 11, 12}"
2554,"COMCAST CABLE COMMUNICATIONS, LLC",47157007822,31,31,31,31,31,100.0,100.0,100.0,100.0,True,True,True,True,{43}
2555,"BellSouth Telecommunications, Inc.",47157007900,61,61,59,52,42,100.0,96.72,85.25,68.85,True,True,True,True,"{10, 11, 12}"
2556,"COMCAST CABLE COMMUNICATIONS, LLC",47157007900,61,60,60,60,60,98.36,98.36,98.36,98.36,True,True,True,True,{43}
2557,"BellSouth Telecommunications, Inc.",47157008200,46,45,45,42,38,97.83,97.83,91.3,82.61,True,True,True,True,"{10, 11, 12, 50}"
2558,Premier Holdings LLC,47157008200,46,1,1,1,0,2.17,2.17,2.17,0.0,False,False,False,False,{70}
2559,"COMCAST CABLE COMMUNICATIONS, LLC",47157008200,46,42,42,42,42,91.3,91.3,91.3,91.3,True,True,True,True,{43}
2560,"BellSouth Telecommunications, Inc.",47157008600,89,88,87,82,80,98.88,97.75,92.13,89.89,True,True,True,True,"{10, 11, 12, 50}"
2561,"COMCAST CABLE COMMUNICATIONS, LLC",47157008600,89,86,86,86,86,96.63,96.63,96.63,96.63,True,True,True,True,{43}
2562,"BellSouth Telecommunications, Inc.",47157008700,67,60,60,60,60,89.55,89.55,89.55,89.55,True,True,True,True,"{10, 11, 12, 50}"
